"ObsID","sampID","plotID","block","precip","clip","excl","date","cohort","survival","died","tot_germination","herb_lived","herb_died","tot_herbivory","granivory","res_surv","sim_surv","sim_fit_surv","pred_surv"
"3313","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-01-19","1",2,1,3,0,2,2,0,0.978578697999521,0.772223120238166,0.978578697999521,1.02142130200048
"3314","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-01-19","2",0,2,2,0,0,0,0,-4.41726987984851e-05,0.0186038666514214,-4.41726987984851e-05,4.41726987984851e-05
"3315","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-02-16","1",2,1,3,0,2,2,0,0.984078080878195,0.717875043459935,0.984078080878195,1.0159219191218
"3316","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-02-16","2",0,2,2,0,0,0,0,-3.48858811531791e-05,0.074816319771111,-3.48858811531791e-05,3.48858811531791e-05
"3317","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-03-16","1",2,1,3,0,2,2,0,0.986866196534653,0.716140129631152,0.986866196534653,1.01313380346535
"3318","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-03-16","2",0,2,2,0,0,0,0,-2.81977601193009e-05,0.314871885300614,-2.81977601193009e-05,2.81977601193009e-05
"3319","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-04-20","1",2,1,3,0,2,2,0,0.997866954074431,0.751542899576016,0.997866954074431,1.00213304592557
"3320","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-04-20","2",0,2,2,0,0,0,0,-1.95728361041778e-05,0.485389855518937,-1.95728361041778e-05,1.95728361041778e-05
"3321","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-05-18","1",2,1,3,0,2,2,0,1.00064817931224,0.750748521471862,1.00064817931224,0.999351820687758
"3322","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-05-18","2",0,2,2,0,0,0,0,-1.49739733520412e-05,0.0614356828778982,-1.49739733520412e-05,1.49739733520412e-05
"3323","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-06-15","1",2,1,3,0,2,2,0,1.00340085393566,0.780456444258802,1.00340085393566,0.996599146064337
"3324","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-06-15","2",0,2,2,0,0,0,0,-9.96698578085068e-06,0.419331275912933,-9.96698578085068e-06,9.96698578085068e-06
"3325","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-07-20","1",2,1,3,0,2,2,0,1.00353844576498,0.764458771692589,1.00353844576498,0.996461554235019
"3326","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-07-20","2",0,2,2,0,0,0,0,-6.66417002886824e-06,0.423996542286128,-6.66417002886824e-06,6.66417002886824e-06
"3327","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-07-31","3",0,0,0,0,0,0,0,-0.00236461308330604,0.548725439559901,-0.00236461308330604,0.00236461308330604
"3328","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-01","3",0,0,0,0,0,0,0,-0.0363694676219603,0.225229760140646,-0.0363694676219603,0.0363694676219603
"3329","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-02","3",0,0,0,0,0,0,0,-0.642076000499711,0.412985946241301,-0.642076000499711,0.642076000499711
"3330","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-03","3",0,0,0,0,0,0,0,-1.48561169086543,0.242041099923197,-1.48561169086543,1.48561169086543
"3331","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-10","3",3,0,3,0,0,0,0,2.22558661968109,0.816805935383541,2.22558661968109,0.774413380318912
"3332","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-16","2",0,2,2,0,0,0,0,-9.46098448641936e-07,0.411588295232272,-9.46098448641936e-07,9.46098448641936e-07
"3333","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-17","1",2,1,3,0,2,2,0,1.02844796049345,0.73634560893476,1.02844796049345,0.971552039506546
"3334","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-17","3",2,1,3,0,0,0,0,1.39987288098619,0.737248921017861,1.39987288098619,0.600127119013808
"3335","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-24","3",1,2,3,0,0,0,0,0.561704318433157,0.598625918757636,0.561704318433157,0.438295681566843
"3336","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-08-31","3",0,3,3,0,0,0,0,-0.296865962395705,0.35329419472767,-0.296865962395705,0.296865962395705
"3337","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-09-07","3",0,3,3,0,0,0,0,-0.286552437058368,0.13549737744825,-0.286552437058368,0.286552437058368
"3338","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-09-14","3",0,3,3,0,0,0,0,-0.287048064525065,0.0159440996749327,-0.287048064525065,0.287048064525065
"3339","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-09-20","1",2,1,3,0,2,2,0,1.02838241250923,0.795186336216517,1.02838241250923,0.971617587490774
"3340","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-09-20","2",0,2,2,0,0,0,0,-3.40250603723427e-07,0.400476181103848,-3.40250603723427e-07,3.40250603723427e-07
"3341","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-09-21","3",0,3,3,0,0,0,0,-0.287740954135742,0.547157340588281,-0.287740954135742,0.287740954135742
"3342","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-09-28","3",0,3,3,0,0,0,0,-0.288014208170236,0.0840584301855415,-0.288014208170236,0.288014208170236
"3343","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-10-18","1",2,1,3,0,2,2,0,1.03381084669178,0.750700410081074,1.03381084669178,0.966189153308217
"3344","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-10-18","2",0,2,2,0,0,0,0,-1.95578088127482e-07,0.115329089923762,-1.95578088127482e-07,1.95578088127482e-07
"3345","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-10-18","3",0,3,3,0,0,0,0,-0.286184278658227,0.303040536632296,-0.286184278658227,0.286184278658227
"3346","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-11-17","1",2,1,3,0,2,2,0,1.03377645131758,0.769125843627378,1.03377645131758,0.966223548682417
"3347","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-11-17","2",0,2,2,0,0,0,0,-1.49488967637775e-07,0.0401798820691183,-1.49488967637775e-07,1.49488967637775e-07
"3348","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-11-17","3",0,3,3,0,0,0,0,-0.28646574497122,0.393015443918062,-0.28646574497122,0.28646574497122
"3349","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-12-21","1",2,1,3,0,2,2,0,1.03379604500306,0.741732915411238,1.03379604500306,0.966203954996944
"3350","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-12-21","2",0,2,2,0,0,0,0,-1.39000160751457e-07,0.319763700712472,-1.39000160751457e-07,1.39000160751457e-07
"3351","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2019-12-21","3",0,3,3,0,0,0,0,-0.28665568247085,0.00929504736792296,-0.28665568247085,0.28665568247085
"3352","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2020-01-18","1",2,1,3,0,2,2,0,1.0340414878201,0.737843626517802,1.0340414878201,0.965958512179903
"3353","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2020-01-18","2",0,2,2,0,0,0,0,-1.44468309829926e-07,0.320839688122971,-1.44468309829926e-07,1.44468309829926e-07
"3354","2_RO_Unclipped_Rodents","2_RO_Unclipped","2","RO","Unclipped","Rodents","2020-01-18","3",0,3,3,0,0,0,0,-0.287303558251297,0.0353807393461466,-0.287303558251297,0.287303558251297
"3355","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-07-15","1",0,0,0,0,0,0,0,-0.0136440565855769,0.356752863099799,-0.0136440565855769,0.0136440565855769
"3356","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-07-16","1",0,0,0,0,0,0,0,-0.251856184224092,0.604393856402719,-0.251856184224092,0.251856184224092
"3357","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-07-17","1",5,0,5,0,0,0,0,0.385704335066949,0.964073621139862,0.385704335066949,4.61429566493305
"3358","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-07-18","1",7,0,7,0,0,0,0,1.51572979389579,0.98106026667729,1.51572979389579,5.48427020610421
"3359","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-07-21","1",7,0,7,0,0,0,0,1.21885153640739,0.984270531147718,1.21885153640739,5.78114846359261
"3360","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-07-28","1",6,1,7,0,0,0,0,0.228360525625543,0.974784126498271,0.228360525625543,5.77163947437446
"3361","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-08-04","1",6,1,7,0,0,0,0,0.276728607556533,0.977439963869983,0.276728607556533,5.72327139244347
"3362","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-08-11","1",6,1,7,0,0,0,0,0.363910825075604,0.973877883182839,0.363910825075604,5.6360891749244
"3363","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-08-18","1",6,1,7,0,0,0,0,0.676992496976136,0.97740432834439,0.676992496976136,5.32300750302386
"3364","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-08-25","1",5,2,7,0,0,0,0,0.586785130359734,0.97833121207403,0.586785130359734,4.41321486964027
"3365","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-09-01","1",4,3,7,0,0,0,0,-0.183366893057971,0.946384776800638,-0.183366893057971,4.18336689305797
"3366","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-09-08","1",4,3,7,0,0,0,0,0.0174214854379913,0.952419566163793,0.0174214854379913,3.98257851456201
"3367","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-09-15","1",4,3,7,0,0,0,0,0.463979394462286,0.95869891602546,0.463979394462286,3.53602060553771
"3368","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-09-22","1",4,3,7,0,0,0,0,0.904241279526262,0.954243999377126,0.904241279526262,3.09575872047374
"3369","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-09-29","1",4,3,7,0,0,0,0,1.21896639976097,0.960275499258656,1.21896639976097,2.78103360023903
"3370","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2017-11-17","1",4,3,7,0,0,0,0,1.95669663613532,0.966459446405061,1.95669663613532,2.04330336386468
"3371","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-02-04","1",3,4,7,0,0,0,0,1.09960950010837,0.935155070912093,1.09960950010837,1.90039049989163
"3372","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-03-02","1",2,5,7,0,0,0,0,0.159783823297044,0.935288309749216,0.159783823297044,1.84021617670296
"3373","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-04-14","1",2,5,7,0,0,0,0,0.181051822360465,0.935985019586282,0.181051822360465,1.81894817763953
"3374","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-05-12","1",1,6,7,0,0,0,0,-0.77967498432824,0.891661607159302,-0.77967498432824,1.77967498432824
"3375","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-06-15","1",1,6,7,0,0,0,0,-0.500201996979778,0.881322337024845,-0.500201996979778,1.50020199697978
"3376","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-07-10","2",0,0,0,0,0,0,0,-0.00255462724949954,0.805274568665773,-0.00255462724949954,0.00255462724949954
"3377","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-07-11","2",0,0,0,0,0,0,0,-0.00587663683765501,0.69499429389392,-0.00587663683765501,0.00587663683765501
"3378","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-07-12","2",0,0,0,0,0,0,0,-1.02499230078439,0.453814624149818,-1.02499230078439,1.02499230078439
"3379","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-07-13","2",1,0,1,0,0,0,0,-1.26777710610537,0.917605596107896,-1.26777710610537,2.26777710610537
"3380","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-07-16","1",1,6,7,0,0,0,0,-0.309315029298189,0.887497198947705,-0.309315029298189,1.30931502929819
"3381","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-07-18","2",1,0,1,0,0,0,0,-1.82428493094751,0.894370864726137,-1.82428493094751,2.82428493094751
"3382","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-07-26","2",0,1,1,0,0,0,0,-1.43530106692623,0.215325909406878,-1.43530106692623,1.43530106692623
"3383","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-07-30","2",0,1,1,0,0,0,0,-0.0903284233080573,0.481025756006129,-0.0903284233080573,0.0903284233080573
"3384","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-08-13","2",0,1,1,0,0,0,0,-0.0101403635076954,0.765963586069644,-0.0101403635076954,0.0101403635076954
"3385","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-08-18","1",1,6,7,0,0,0,0,-0.281572833422054,0.899060409948696,-0.281572833422054,1.28157283342205
"3386","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-08-20","2",0,1,1,0,0,0,0,-0.0040213535460616,0.83002673868835,-0.0040213535460616,0.0040213535460616
"3387","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-08-27","2",0,1,1,0,0,0,0,-0.0023471020605229,0.189703226987272,-0.0023471020605229,0.0023471020605229
"3388","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-09-03","2",0,1,1,0,0,0,0,-0.00177885431159252,0.222357993476093,-0.00177885431159252,0.00177885431159252
"3389","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-09-15","1",1,6,7,0,0,0,0,-0.274678708197842,0.892011995263165,-0.274678708197842,1.27467870819784
"3390","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-09-17","2",0,1,1,0,0,0,0,-0.000747008412752638,0.558787910891697,-0.000747008412752638,0.000747008412752638
"3391","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-09-24","2",0,1,1,0,0,0,0,-0.000392214051374655,0.570810948380735,-0.000392214051374655,0.000392214051374655
"3392","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-10-01","2",0,1,1,0,0,0,0,-0.000299238185835007,0.854595430466579,-0.000299238185835007,0.000299238185835007
"3393","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-10-13","2",0,1,1,0,0,0,0,-0.000258846562980233,0.181937372767366,-0.000258846562980233,0.000258846562980233
"3394","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-10-14","1",1,6,7,0,0,0,0,-0.271332724405177,0.868359113138169,-0.271332724405177,1.27133272440518
"3395","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-11-17","1",1,6,7,0,0,0,0,-0.268040757840092,0.887703067371622,-0.268040757840092,1.26804075784009
"3396","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-11-17","2",0,1,1,0,0,0,0,-0.000195591989905716,0.84397276299959,-0.000195591989905716,0.000195591989905716
"3397","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-12-15","1",1,6,7,0,0,0,0,-0.268032870424622,0.863207782775396,-0.268032870424622,1.26803287042462
"3398","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2018-12-15","2",0,1,1,0,0,0,0,-0.000135792335448895,0.819015000089072,-0.000135792335448895,0.000135792335448895
"3399","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-01-19","1",1,6,7,0,0,0,0,-0.268015420134659,0.870191809418611,-0.268015420134659,1.26801542013466
"3400","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-01-19","2",0,1,1,0,0,0,0,-8.68598464318383e-05,0.282868311327416,-8.68598464318383e-05,8.68598464318383e-05
"3401","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-02-16","1",1,6,7,0,0,0,0,-0.261182924729086,0.879077036388218,-0.261182924729086,1.26118292472909
"3402","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-02-16","2",0,1,1,0,0,0,0,-6.85988305939389e-05,0.531390564555768,-6.85988305939389e-05,6.85988305939389e-05
"3403","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-03-16","1",1,6,7,0,0,0,0,-0.257715673237944,0.898206233104691,-0.257715673237944,1.25771567323794
"3404","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-03-16","2",0,1,1,0,0,0,0,-5.54476301504949e-05,0.552263815421611,-5.54476301504949e-05,5.54476301504949e-05
"3405","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-04-20","1",1,6,7,0,0,0,0,-0.244049869458061,0.86412136886688,-0.244049869458061,1.24404986945806
"3406","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-04-20","2",0,1,1,0,0,0,0,-3.84878680985048e-05,0.555613675486995,-3.84878680985048e-05,3.84878680985048e-05
"3407","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-05-18","1",1,6,7,0,0,0,0,-0.240591847230199,0.880845372192562,-0.240591847230199,1.2405918472302
"3408","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-05-18","2",0,1,1,0,0,0,0,-2.94447652838637e-05,0.154586306309793,-2.94447652838637e-05,2.94447652838637e-05
"3409","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-06-15","1",1,6,7,0,0,0,0,-0.237171198353986,0.904121688267682,-0.237171198353986,1.23717119835399
"3410","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-06-15","2",0,1,1,0,0,0,0,-1.95990899350188e-05,0.11823265068233,-1.95990899350188e-05,1.95990899350188e-05
"3411","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-07-20","1",1,6,7,0,0,0,0,-0.23699918762242,0.888190301413648,-0.23699918762242,1.23699918762242
"3412","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-07-20","2",0,1,1,0,0,0,0,-1.3104449881463e-05,0.074284910260234,-1.3104449881463e-05,1.3104449881463e-05
"3413","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-07-31","3",0,0,0,0,0,0,0,-0.00422853528825379,0.792260216961149,-0.00422853528825379,0.00422853528825379
"3414","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-01","3",0,0,0,0,0,0,0,-0.0646966553568094,0.586538969382178,-0.0646966553568094,0.0646966553568094
"3415","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-02","3",1,0,1,0,0,0,0,-0.049969998616904,0.864141659042332,-0.049969998616904,1.0499699986169
"3416","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-03","3",0,1,1,0,0,0,0,-2.26898930569235,0.327027947031194,-2.26898930569235,2.26898930569235
"3417","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-10","3",5,1,6,0,0,0,0,4.04142271309483,0.962784750030376,4.04142271309483,0.958577286905171
"3418","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-16","2",0,1,1,0,0,0,0,-1.86041674210568e-06,0.735086096922634,-1.86041674210568e-06,1.86041674210568e-06
"3419","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-17","1",1,6,7,0,0,0,0,-0.206051201595474,0.886713995758444,-0.206051201595474,1.20605120159547
"3420","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-17","3",3,3,6,0,0,0,0,2.25731282126206,0.931705539574381,2.25731282126206,0.742687178737936
"3421","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-24","3",1,5,6,0,0,0,0,0.45758899645721,0.898062749360222,0.45758899645721,0.54241100354279
"3422","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-08-31","3",0,6,6,0,0,0,0,-0.367388498664309,0.603667398610618,-0.367388498664309,0.367388498664309
"3423","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-09-07","3",0,6,6,0,0,0,0,-0.354629343431165,0.417345797368325,-0.354629343431165,0.354629343431165
"3424","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-09-14","3",0,6,6,0,0,0,0,-0.355246451546223,0.860351500925608,-0.355246451546223,0.355246451546223
"3425","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-09-20","1",1,6,7,0,0,0,0,-0.206128007800561,0.88126085610874,-0.206128007800561,1.20612800780056
"3426","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-09-20","2",0,1,1,0,0,0,0,-6.69072134751296e-07,0.0626850408036262,-6.69072134751296e-07,6.69072134751296e-07
"3427","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-09-21","3",0,6,6,0,0,0,0,-0.356109894620791,0.650305856538471,-0.356109894620791,0.356109894620791
"3428","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-09-28","3",0,6,6,0,0,0,0,-0.356451752327642,0.863095531197265,-0.356451752327642,0.356451752327642
"3429","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-10-18","1",1,6,7,0,0,0,0,-0.199384186634504,0.915140267964453,-0.199384186634504,1.1993841866345
"3430","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-10-18","2",0,1,1,0,0,0,0,-3.84586704090721e-07,0.1487740146406,-3.84586704090721e-07,3.84586704090721e-07
"3431","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-10-18","3",0,6,6,0,0,0,0,-0.354193164372025,0.10460233798949,-0.354193164372025,0.354193164372025
"3432","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-11-17","1",1,6,7,0,0,0,0,-0.199429550868197,0.899402573433705,-0.199429550868197,1.1994295508682
"3433","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-11-17","2",0,1,1,0,0,0,0,-2.93956604363851e-07,0.64488443188509,-2.93956604363851e-07,2.93956604363851e-07
"3434","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-11-17","3",0,6,6,0,0,0,0,-0.35454555200339,0.659681303688558,-0.35454555200339,0.35454555200339
"3435","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-12-21","1",1,6,7,0,0,0,0,-0.199416721506649,0.908988976566354,-0.199416721506649,1.19941672150665
"3436","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-12-21","2",0,1,1,0,0,0,0,-2.73331310855393e-07,0.74633138166368,-2.73331310855393e-07,2.73331310855393e-07
"3437","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2019-12-21","3",0,6,6,0,0,0,0,-0.354783314768776,0.827224922948051,-0.354783314768776,0.354783314768776
"3438","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2020-01-18","1",1,6,7,0,0,0,0,-0.199146965867778,0.881739476227202,-0.199146965867778,1.19914696586778
"3439","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2020-01-18","2",0,1,1,0,0,0,0,-2.84083933333766e-07,0.108022378383204,-2.84083933333766e-07,2.84083933333766e-07
"3440","2_RO_Unclipped_Total","2_RO_Unclipped","2","RO","Unclipped","Total","2020-01-18","3",0,6,6,0,0,0,0,-0.355587423696804,0.485526462925598,-0.355587423696804,0.355587423696804
"3441","2_IR_Clipped_Control","2_IR_Clipped","2","IR","Clipped","Control","2017-07-15","1",0,0,0,0,0,0,0,-0.034317419063022,0.333502064235741,-0.034317419063022,0.034317419063022
"3442","2_IR_Clipped_Control","2_IR_Clipped","2","IR","Clipped","Control","2017-07-16","1",0,0,0,0,0,0,0,-0.63346658470263,0.293604151401203,-0.63346658470263,0.63346658470263
"3443","2_IR_Clipped_Control","2_IR_Clipped","2","IR","Clipped","Control","2017-07-17","1",7,0,7,0,0,0,0,-4.60583776822003,0.849573928752448,-4.60583776822003,11.60583776822
"3444","2_IR_Clipped_Control","2_IR_Clipped","2","IR","Clipped","Control","2017-07-18","1",10,0,10,0,5,5,0,-3.79399028654363,0.907030314342119,-3.79399028654363,13.7939902865436
"3445","2_IR_Clipped_Control","2_IR_Clipped","2","IR","Clipped","Control","2017-07-21","1",10,0,10,0,5,5,0,-4.54069608867119,0.930442645626375,-4.54069608867119,14.5406960886712
"3446","2_IR_Clipped_Control","2_IR_Clipped","2","IR","Clipped","Control","2017-07-28","1",10,0,10,0,5,5,0,-4.51677957866923,0.92966080644331,-4.51677957866923,14.5167795786692
"3447","2_IR_Clipped_Control","2_IR_Clipped","2","IR","Clipped","Control","2017-08-04","1",10,0,10,1,5,6,0,-4.39512551689668,0.917492073278409,-4.39512551689668,14.3951255168967
