samp_date,sample,month,season,year,block,tx,clip,order,genus,species,number
9/15/2018,4IRE,September,monsoon,2018,4,Wet,Clipped,Hymenoptera,Forelius,,1
8/20/2018,4IRW,August,monsoon,2018,4,Wet,Unclipped,Hymenoptera,Forelius,,8
9/15/2018,4IRW,September,monsoon,2018,4,Wet,Unclipped,Hymenoptera,Forelius,,1
8/20/2018,4ROW,August,monsoon,2018,4,Drought,Unclipped,Hymenoptera,Forelius,,4
9/15/2018,4ROW,September,monsoon,2018,4,Drought,Unclipped,Hymenoptera,Forelius,,1
9/15/2018,5CE,September,monsoon,2018,5,Ambient,Clipped,Hymenoptera,Forelius,,1
8/20/2018,5CW,August,monsoon,2018,5,Ambient,Unclipped,Hymenoptera,Forelius,,9
8/20/2018,5IRE,August,monsoon,2018,5,Wet,Unclipped,Hymenoptera,Forelius,,2
9/15/2018,5IRE,September,monsoon,2018,5,Wet,Unclipped,Hymenoptera,Forelius,,8
9/15/2018,5IRE,September,monsoon,2018,5,Wet,Unclipped,Hymenoptera,Forelius,,3
8/20/2018,5ROE,August,monsoon,2018,5,Drought,Unclipped,Hymenoptera,Forelius,,4
8/20/2018,5ROW,August,monsoon,2018,5,Drought,Clipped,Hymenoptera,Forelius,,5
9/15/2018,5ROW,September,monsoon,2018,5,Drought,Clipped,Hymenoptera,Forelius,,4
10/27/2018,5ROW,October,monsoon,2018,5,Drought,Clipped,Hymenoptera,Forelius,,1
8/20/2018,6CE,August,monsoon,2018,6,Ambient,Clipped,Hymenoptera,Forelius,,8
9/15/2018,6CE,September,monsoon,2018,6,Ambient,Clipped,Hymenoptera,Forelius,,15
9/15/2018,6CW,September,monsoon,2018,6,Ambient,Unclipped,Hymenoptera,Forelius,,1
8/20/2018,6IRE,August,monsoon,2018,6,Wet,Clipped,Hymenoptera,Forelius,,3
9/15/2018,6IRE,September,monsoon,2018,6,Wet,Clipped,Hymenoptera,Forelius,,1
8/20/2018,6IRW,August,monsoon,2018,6,Wet,Unclipped,Hymenoptera,Forelius,,2
8/20/2018,6ROE,August,monsoon,2018,6,Drought,Clipped,Hymenoptera,Forelius,,1
8/20/2018,6ROE,August,monsoon,2018,6,Drought,Clipped,Hymenoptera,Forelius,,1
8/20/2018,7CE,August,monsoon,2018,7,Ambient,Clipped,Hymenoptera,Forelius,,5
9/15/2018,7CE,September,monsoon,2018,7,Ambient,Clipped,Hymenoptera,Forelius,,1
8/20/2018,7CW,August,monsoon,2018,7,Ambient,Unclipped,Hymenoptera,Forelius,,3
8/20/2018,7CW,August,monsoon,2018,7,Ambient,Unclipped,Hymenoptera,Forelius,,2
8/20/2018,7IRE,August,monsoon,2018,7,Wet,Unclipped,Hymenoptera,Forelius,,1
8/20/2018,7IRW,August,monsoon,2018,7,Wet,Clipped,Hymenoptera,Forelius,,2
9/15/2018,7ROE,September,monsoon,2018,7,Drought,Unclipped,Hymenoptera,Forelius,,3
8/20/2018,7ROW,August,monsoon,2018,7,Drought,Clipped,Hymenoptera,Forelius,,133
9/15/2018,7ROW,September,monsoon,2018,7,Drought,Clipped,Hymenoptera,Forelius,,26
9/15/2018,7ROW,September,monsoon,2018,7,Drought,Clipped,Hymenoptera,Forelius,,26
10/27/2018,7ROW,October,monsoon,2018,7,Drought,Clipped,Hymenoptera,Forelius,,2
9/15/2018,8CE,September,monsoon,2018,8,Ambient,Clipped,Hymenoptera,Forelius,,2
10/27/2018,8CE,October,monsoon,2018,8,Ambient,Clipped,Hymenoptera,Forelius,,2
8/20/2018,8CW,August,monsoon,2018,8,Ambient,Unclipped,Hymenoptera,Forelius,,2
8/20/2018,8IRE,August,monsoon,2018,8,Wet,Clipped,Hymenoptera,Forelius,,9
9/15/2018,8IRE,September,monsoon,2018,8,Wet,Clipped,Hymenoptera,Forelius,,6
8/20/2018,8IRW,August,monsoon,2018,8,Wet,Unclipped,Hymenoptera,Forelius,,5
8/20/2018,8ROE,August,monsoon,2018,8,Drought,Unclipped,Hymenoptera,Forelius,,1
9/15/2018,8ROE,September,monsoon,2018,8,Drought,Unclipped,Hymenoptera,Forelius,,3
9/15/2018,8ROE,September,monsoon,2018,8,Drought,Unclipped,Hymenoptera,Forelius,,3
8/20/2018,8ROW,August,monsoon,2018,8,Drought,Clipped,Hymenoptera,Forelius,,8
9/15/2018,8ROW,September,monsoon,2018,8,Drought,Clipped,Hymenoptera,Forelius,,5
8/20/2018,9IRE,August,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Forelius,,4
9/15/2018,9IRE,September,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Forelius,,4
9/15/2018,9IRE,September,monsoon,2018,9,Wet,Unclipped,Hymenoptera,Forelius,,4
8/20/2018,9IRW,August,monsoon,2018,9,Wet,Clipped,Hymenoptera,Forelius,,5
9/15/2018,9IRW,September,monsoon,2018,9,Wet,Clipped,Hymenoptera,Forelius,,5
9/15/2018,9IRW,September,monsoon,2018,9,Wet,Clipped,Hymenoptera,Forelius,,5
8/20/2018,9ROE,August,monsoon,2018,9,Drought,Clipped,Hymenoptera,Forelius,,2
9/21/2019,1 CE,September,monsoon,2019,1,Ambient,Clipped,Hymenoptera,Forelius,,4
9/21/2019,1 CW,September,monsoon,2019,1,Ambient,Unclipped,Hymenoptera,Forelius,,5
8/13/2019,1 IRE,August,monsoon,2019,1,Wet,Unclipped,Hymenoptera,Forelius,,3
8/13/2019,1 IRW,August,monsoon,2019,1,Wet,Clipped,Hymenoptera,Forelius,,5
9/21/2019,1 IRW,September,monsoon,2019,1,Wet,Clipped,Hymenoptera,Forelius,,5
10/18/2019,1 ROW,October,monsoon,2019,1,Drought,Clipped,Hymenoptera,Forelius,,1
8/13/2019,1 ROW ,August,monsoon,2019,1,Drought,Clipped,Hymenoptera,Forelius,,51
8/13/2019,10 CE,August,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Forelius,,1
8/13/2019,10 CW,August,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Forelius,,11
9/21/2019,10 CW,October,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Forelius,,5
10/18/2019,10 CW,October,monsoon,2019,10,Ambient,Clipped,Hymenoptera,Forelius,,1
8/13/2019,10 IRE,August,monsoon,2019,10,Wet,Unclipped,Hymenoptera,Forelius,,3
9/21/2019,10 IRW,September,monsoon,2019,10,Wet,Clipped,Hymenoptera,Forelius,,9
10/18/2019,10 IRW,October,monsoon,2019,10,Wet,Clipped,Hymenoptera,Forelius,,2
9/21/2019,10 ROW,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Forelius,,3
8/13/2019,2 CE,August,monsoon,2019,2,Ambient,Clipped,Hymenoptera,Forelius,,9
9/21/2019,2 CE,September,monsoon,2019,2,Ambient,Clipped,Hymenoptera,Forelius,,5
10/18/2019,2 CE,October,monsoon,2019,2,Ambient,Clipped,Hymenoptera,Forelius,,1
8/13/2019,2 IRE,August,monsoon,2019,2,Wet,Clipped,Hymenoptera,Forelius,,4
9/21/2019,2 IRE,September,monsoon,2019,2,Wet,Clipped,Hymenoptera,Forelius,,2
9/21/2019,2 IRW,September,monsoon,2019,2,Wet,Unclipped,Hymenoptera,Forelius,,1
8/13/2019,2 ROW,August,monsoon,2019,2,Drought,Clipped,Hymenoptera,Forelius,,31
10/18/2019,3 CE,October,monsoon,2019,3,Ambient,Clipped,Hymenoptera,Forelius,,1
9/21/2019,3 CW,September,monsoon,2019,3,Ambient,Unclipped,Hymenoptera,Forelius,,3
8/13/2019,3 IRE,August,monsoon,2019,3,Wet,Clipped,Hymenoptera,Forelius,,2
9/21/2019,3 IRW,September,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Forelius,,13
10/18/2019,3 IRW,October,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Forelius,,2
8/13/2019,3 ROE,August,monsoon,2019,3,Drought,Clipped,Hymenoptera,Forelius,,122
9/21/2019,3 ROW,September,monsoon,2019,3,Drought,Unclipped,Hymenoptera,Forelius,,3
10/18/2019,3 ROW,October,monsoon,2019,3,Drought,Unclipped,Hymenoptera,Forelius,,1
8/13/2019,4 CW,August,monsoon,2019,4,Ambient,Clipped,Hymenoptera,Forelius,,88
10/18/2019,4 CW,October,monsoon,2019,4,Ambient,Clipped,Hymenoptera,Forelius,,2
8/13/2019,4 IRE,August,monsoon,2019,4,Wet,Clipped,Hymenoptera,Forelius,,12
9/21/2019,4 IRE,September,monsoon,2019,4,Wet,Clipped,Hymenoptera,Forelius,,5
8/13/2019,4 IRW,August,monsoon,2019,4,Wet,Unclipped,Hymenoptera,Forelius,,3
8/13/2019,4 ROE,August,monsoon,2019,4,Drought,Clipped,Hymenoptera,Forelius,,5
9/21/2019,4 ROE,September,monsoon,2019,4,Drought,Clipped,Hymenoptera,Forelius,,1
8/13/2019,4 ROW,August,monsoon,2019,4,Drought,Unclipped,Hymenoptera,Forelius,,39
9/21/2019,4 ROW,September,monsoon,2019,4,Drought,Unclipped,Hymenoptera,Forelius,,2
8/13/2019,5 CE,August,monsoon,2019,5,Ambient,Clipped,Hymenoptera,Forelius,,6
8/13/2019,5 CW,August,monsoon,2019,5,Ambient,Unclipped,Hymenoptera,Forelius,,2
8/13/2019,5 IRE,August,monsoon,2019,5,Wet,Unclipped,Hymenoptera,Forelius,,5
8/13/2019,5 IRW,August,monsoon,2019,5,Wet,Clipped,Hymenoptera,Forelius,,7
8/13/2019,5 ROW,August,monsoon,2019,5,Drought,Clipped,Hymenoptera,Forelius,,4
8/13/2019,6 CW,August,monsoon,2019,6,Ambient,Unclipped,Hymenoptera,Forelius,,3
10/18/2019,6 CW,October,monsoon,2019,6,Ambient,Unclipped,Hymenoptera,Forelius,,1
8/13/2019,6 IRE,August,monsoon,2019,6,Wet,Clipped,Hymenoptera,Forelius,,143
8/13/2019,6 IRW,August,monsoon,2019,6,Wet,Unclipped,Hymenoptera,Forelius,,2
8/13/2019,6 ROW,August,monsoon,2019,6,Drought,Unclipped,Hymenoptera,Forelius,,3
9/21/2019,7 CE,September,monsoon,2019,7,Ambient,Clipped,Hymenoptera,Forelius,,1
8/13/2019,7 IRE,August,monsoon,2019,7,Wet,Unclipped,Hymenoptera,Forelius,,8
9/21/2019,7 IRE,October,monsoon,2019,7,Wet,Unclipped,Hymenoptera,Forelius,,2
9/21/2019,7 IRW,October,monsoon,2019,7,Wet,Clipped,Hymenoptera,Forelius,,1
8/13/2019,7 ROE,August,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Forelius,,1
8/13/2019,7 ROW,August,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Forelius,,30
9/21/2019,7 ROW,September,monsoon,2019,7,Drought,Clipped,Hymenoptera,Forelius,,23
10/18/2019,7 ROW,October,monsoon,2019,7,Drought,Clipped,Hymenoptera,Forelius,,2
8/13/2019,8 CE,August,monsoon,2019,8,Ambient,Clipped,Hymenoptera,Forelius,,58
9/21/2019,8 CE,October,monsoon,2019,8,Ambient,Clipped,Hymenoptera,Forelius,,9
10/18/2019,8 CE,October,monsoon,2019,8,Ambient,Clipped,Hymenoptera,Forelius,,1
9/21/2019,8 CW,October,monsoon,2019,8,Ambient,Unclipped,Hymenoptera,Forelius,,19
8/13/2019,8 IRE,August,monsoon,2019,8,Wet,Clipped,Hymenoptera,Forelius,,6
10/18/2019,8 IRE,October,monsoon,2019,8,Wet,Clipped,Hymenoptera,Forelius,,1
8/13/2019,8 IRW,August,monsoon,2019,8,Wet,Unclipped,Hymenoptera,Forelius,,3
9/21/2019,8 IRW,October,monsoon,2019,8,Wet,Unclipped,Hymenoptera,Forelius,,5
8/13/2019,8 ROE,August,monsoon,2019,8,Drought,Unclipped,Hymenoptera,Forelius,,7
10/18/2019,8 ROE,October,monsoon,2019,8,Drought,Unclipped,Hymenoptera,Forelius,,2
8/13/2019,8 ROW,August,monsoon,2019,8,Drought,Clipped,Hymenoptera,Forelius,,4
9/21/2019,8 ROW,October,monsoon,2019,8,Drought,Clipped,Hymenoptera,Forelius,,52
8/13/2019,9 CE,August,monsoon,2019,9,Ambient,Clipped,Hymenoptera,Forelius,,3
8/13/2019,9 CW,August,monsoon,2019,9,Ambient,Unclipped,Hymenoptera,Forelius,,11
9/21/2019,9 CW,October,monsoon,2019,9,Ambient,Unclipped,Hymenoptera,Forelius,,3
8/13/2019,9 IRE,August,monsoon,2019,9,Wet,Unclipped,Hymenoptera,Forelius,,19
9/21/2019,9 IRE,October,monsoon,2019,9,Wet,Unclipped,Hymenoptera,Forelius,,2
8/13/2019,9 IRW,August,monsoon,2019,9,Wet,Clipped,Hymenoptera,Forelius,,2
10/18/2019,9 IRW,October,monsoon,2019,9,Wet,Clipped,Hymenoptera,Forelius,,2
8/13/2019,9 ROE,August,monsoon,2019,9,Drought,Clipped,Hymenoptera,Forelius,,13
9/21/2019,9 ROE,October,monsoon,2019,9,Drought,Clipped,Hymenoptera,Forelius,,9
8/13/2019,9 ROW,August,monsoon,2019,9,Drought,Unclipped,Hymenoptera,Forelius,,3
9/21/2019,9 ROW,October,monsoon,2019,9,Drought,Unclipped,Hymenoptera,Forelius,,6
8/13/2019,1 CE,August,monsoon,2019,1,Ambient,Clipped,Hymenoptera,Forelius ,SP. 3,1
8/13/2019,1 CE,August,monsoon,2019,1,Ambient,Clipped,Hymenoptera,Forelius ,SP. 2,6
10/18/2019,1 ROE,October,monsoon,2019,1,Drought,Unclipped,Hymenoptera,Forelius ,,1
9/21/2019,10 CE,October,monsoon,2019,10,Ambient,Unclipped,Hymenoptera,Forelius ,,1
9/21/2019,10 IRE,October,monsoon,2019,10,Wet,Unclipped,Hymenoptera,Forelius ,,8
9/21/2019,10 IRW,October,monsoon,2019,10,Wet,Clipped,Hymenoptera,Forelius ,,16
9/21/2019,10 ROE,October,monsoon,2019,10,Drought,Unclipped,Hymenoptera,Forelius ,,4
8/13/2019,10 ROW,August,monsoon,2019,10,Drought,Clipped,Hymenoptera,Forelius ,,4
8/13/2019,2 ROE,August,monsoon,2019,2,Drought,Unclipped,Hymenoptera,Forelius ,,376
10/18/2019,2 ROE,October,monsoon,2019,2,Drought,Unclipped,Hymenoptera,Forelius ,,1
9/21/2019,3 IRE,September,monsoon,2019,3,Wet,Clipped,Hymenoptera,Forelius ,,8
8/13/2019,3 IRW,August,monsoon,2019,3,Wet,Unclipped,Hymenoptera,Forelius ,,4
9/21/2019,4 CE,September,monsoon,2019,4,Ambient,Unclipped,Hymenoptera,Forelius ,,1
9/21/2019,4 CW,September,monsoon,2019,4,Ambient,Clipped,Hymenoptera,Forelius ,,9
9/21/2019,4 IRW,September,monsoon,2019,4,Wet,Unclipped,Hymenoptera,Forelius ,,4
10/18/2019,4 ROW,October,monsoon,2019,4,Drought,Unclipped,Hymenoptera,Forelius ,,1
9/21/2019,5 CE,September,monsoon,2019,5,Ambient,Clipped,Hymenoptera,Forelius ,,10
10/18/2019,5 CE ,October,monsoon,2019,5,Ambient,Clipped,Hymenoptera,Forelius ,,1
9/21/2019,5 CW,September,monsoon,2019,5,Ambient,Unclipped,Hymenoptera,Forelius ,,1
9/21/2019,5 IRE,September,monsoon,2019,5,Wet,Unclipped,Hymenoptera,Forelius ,,3
9/21/2019,5 IRW,September,monsoon,2019,5,Wet,Clipped,Hymenoptera,Forelius ,,65
10/18/2019,5 IRW,October,monsoon,2019,5,Wet,Clipped,Hymenoptera,Forelius ,,2
8/13/2019,5 ROE,August,monsoon,2019,5,Drought,Unclipped,Hymenoptera,Forelius ,,275
9/21/2019,5 ROE,September,monsoon,2019,5,Drought,Unclipped,Hymenoptera,Forelius ,,1
10/18/2019,5 ROE,October,monsoon,2019,5,Drought,Unclipped,Hymenoptera,Forelius ,,3
9/21/2019,5 ROW,September,monsoon,2019,5,Drought,Clipped,Hymenoptera,Forelius ,,118
8/13/2019,6 CE,August,monsoon,2019,6,Ambient,Clipped,Hymenoptera,Forelius ,,44
9/21/2019,6 CE,September,monsoon,2019,6,Ambient,Clipped,Hymenoptera,Forelius ,,9
9/21/2019,6 CW,September,monsoon,2019,6,Ambient,Unclipped,Hymenoptera,Forelius ,,8
9/21/2019,6 IRE,September,monsoon,2019,6,Wet,Clipped,Hymenoptera,Forelius ,,8
9/21/2019,6 ROW,September,monsoon,2019,6,Drought,Unclipped,Hymenoptera,Forelius ,,1
8/13/2019,7 CW,August,monsoon,2019,7,Ambient,Unclipped,Hymenoptera,Forelius ,,5
9/21/2019,7 ROW,September,monsoon,2019,7,Drought,Unclipped,Hymenoptera,Forelius ,,4
9/21/2019,9 IRW,October,monsoon,2019,9,Wet,Clipped,Hymenoptera,Forelius ,,9
10/21/2016,10CE,October,monsoon,2016,10,Ambient,Unclipped,Hymenoptera,Formica,,1
10/21/2016,10IRE,October,monsoon,2016,10,Wet,Unclipped,Hymenoptera,Formica,,1
10/21/2016,10IRW,October,monsoon,2016,10,Wet,Clipped,Hymenoptera,Formica,,2
10/21/2016,10ROW,October,monsoon,2016,10,Drought,Clipped,Hymenoptera,Formica,,1
10/21/2016,1CE,October,monsoon,2016,1,Ambient,Clipped,Hymenoptera,Formica,,1
10/21/2016,1CW,October,monsoon,2016,1,Ambient,Unclipped,Hymenoptera,Formica,,1
10/21/2016,1IRE,October,monsoon,2016,1,Wet,Unclipped,Hymenoptera,Formica,,1
10/21/2016,1ROE,October,monsoon,2016,1,Drought,Unclipped,Hymenoptera,Formica,,1
10/21/2016,2CE,October,monsoon,2016,2,Ambient,Clipped,Hymenoptera,Formica,,4
10/21/2016,2CW,October,monsoon,2016,2,Ambient,Unclipped,Hymenoptera,Formica,,1
10/21/2016,3IRE,October,monsoon,2016,3,Wet,Clipped,Hymenoptera,Formica,,1
10/21/2016,3ROE,October,monsoon,2016,3,Drought,Clipped,Hymenoptera,Formica,,1
10/21/2016,4IRW,October,monsoon,2016,4,Wet,Unclipped,Hymenoptera,Formica,,1
10/21/2016,6CE,October,monsoon,2016,6,Ambient,Clipped,Hymenoptera,Formica,,4
10/21/2016,6IRE,October,monsoon,2016,6,Wet,Clipped,Hymenoptera,Formica,,2
10/21/2016,6IRW,October,monsoon,2016,6,Wet,Unclipped,Hymenoptera,Formica,,1
10/21/2016,6ROW,October,monsoon,2016,6,Drought,Unclipped,Hymenoptera,Formica,,2
10/21/2016,7CE,October,monsoon,2016,7,Ambient,Clipped,Hymenoptera,Formica,,1
10/21/2016,7IRE,October,monsoon,2016,7,Wet,Unclipped,Hymenoptera,Formica,,1
10/21/2016,7IRW,October,monsoon,2016,7,Wet,Clipped,Hymenoptera,Formica,,2
10/21/2016,7ROE,October,monsoon,2016,7,Drought,Unclipped,Hymenoptera,Formica,,2
10/21/2016,7ROW,October,monsoon,2016,7,Drought,Clipped,Hymenoptera,Formica,,4
10/21/2016,9CE,October,monsoon,2016,9,Ambient,Clipped,Hymenoptera,Formica,,1
10/21/2016,9IRE,October,monsoon,2016,9,Wet,Unclipped,Hymenoptera,Formica,,1
10/21/2016,9IRW,October,monsoon,2016,9,Wet,Clipped,Hymenoptera,Formica,,1
10/21/2016,9ROE,October,monsoon,2016,9,Drought,Clipped,Hymenoptera,Formica,,1
10/21/2016,9ROW,October,monsoon,2016,9,Drought,Unclipped,Hymenoptera,Formica,,1
11/15/2016,10CE,November,,2016,10,Ambient,Unclipped,Hymenoptera,Formica,2,1
11/15/2016,10IRW,November,,2016,10,Wet,Clipped,Hymenoptera,Formica,2,2
11/15/2016,10ROW,November,,2016,10,Drought,Clipped,Hymenoptera,Formica,1,1
11/15/2016,1CE,November,,2016,1,Ambient,Clipped,Hymenoptera,Formica,2,1
11/15/2016,1IRE,November,,2016,1,Wet,Unclipped,Hymenoptera,Formica,2,1
11/15/2016,1ROE,November,,2016,1,Drought,Unclipped,Hymenoptera,Formica,1,1
11/15/2016,2CE,November,,2016,2,Ambient,Clipped,Hymenoptera,Formica,2,4
11/15/2016,3ROE,November,,2016,3,Drought,Clipped,Hymenoptera,Formica,3,1
11/15/2016,4IRW,November,,2016,4,Wet,Unclipped,Hymenoptera,Formica,2,1
11/15/2016,5ROE,November,,2016,5,Drought,Unclipped,Hymenoptera,Formica,1,1
11/15/2016,6CE,November,,2016,6,Ambient,Clipped,Hymenoptera,Formica,2,1
11/15/2016,6CE,November,,2016,6,Ambient,Clipped,Hymenoptera,Formica,3,3
11/15/2016,6IRW,November,,2016,6,Wet,Unclipped,Hymenoptera,Formica,2,1
11/15/2016,6ROW,November,,2016,6,Drought,Unclipped,Hymenoptera,Formica,2,2
11/15/2016,7CE,November,,2016,7,Ambient,Clipped,Hymenoptera,Formica,2,1
11/15/2016,7IRE,November,,2016,7,Wet,Unclipped,Hymenoptera,Formica,2,1
11/15/2016,7IRW,November,,2016,7,Wet,Clipped,Hymenoptera,Formica,2,2
11/15/2016,7ROE,November,,2016,7,Drought,Unclipped,Hymenoptera,Formica,2,2
11/15/2016,7ROW,November,,2016,7,Drought,Clipped,Hymenoptera,Formica,1,1
11/15/2016,7ROW,November,,2016,7,Drought,Clipped,Hymenoptera,Formica,2,3
11/15/2016,9CE,November,,2016,9,Ambient,Clipped,Hymenoptera,Formica,2,1
11/15/2016,9IRE,November,,2016,9,Wet,Unclipped,Hymenoptera,Formica,2,1
11/15/2016,9IRW,November,,2016,9,Wet,Clipped,Hymenoptera,Formica,2,1
11/15/2016,9ROW,November,,2016,9,Drought,Unclipped,Hymenoptera,Formica,2,1
6/15/2017,10CE,June,,2017,10,Ambient,Unclipped,Hymenoptera,Formica,,2
7/15/2017,10CE,July,,2017,10,Ambient,Unclipped,Hymenoptera,Formica,,2
4/15/2017,10CW,April,,2017,10,Ambient,Clipped,Hymenoptera,Formica,,1
3/18/2017,10IRE,March,,2017,10,Wet,Unclipped,Hymenoptera,Formica,,3
4/15/2017,10IRE,April,,2017,10,Wet,Unclipped,Hymenoptera,Formica,,7
5/15/2017,10IRE,May,,2017,10,Wet,Unclipped,Hymenoptera,Formica,,9
6/15/2017,10IRE,June,,2017,10,Wet,Unclipped,Hymenoptera,Formica,,5
1/15/2017,10IRW,January,,2017,10,Wet,Clipped,Hymenoptera,Formica,,1
2/15/2017,10IRW,February,,2017,10,Wet,Clipped,Hymenoptera,Formica,,3
3/18/2017,10IRW,March,,2017,10,Wet,Clipped,Hymenoptera,Formica,,3
4/15/2017,10IRW,April,,2017,10,Wet,Clipped,Hymenoptera,Formica,,6
5/15/2017,10IRW,May,,2017,10,Wet,Clipped,Hymenoptera,Formica,,8
6/15/2017,10IRW,June,,2017,10,Wet,Clipped,Hymenoptera,Formica,,5
10/15/2017,10IRW,October,monsoon,2017,10,Wet,Clipped,Hymenoptera,Formica,,1
12/15/2017,10IRW,December,,2017,10,Wet,Clipped,Hymenoptera,Formica,,1
2/15/2017,10ROE,February,,2017,10,Drought,Unclipped,Hymenoptera,Formica,,2
3/18/2017,10ROE,March,,2017,10,Drought,Unclipped,Hymenoptera,Formica,,3
4/15/2017,10ROE,April,,2017,10,Drought,Unclipped,Hymenoptera,Formica,,1
3/18/2017,10ROW,March,,2017,10,Drought,Clipped,Hymenoptera,Formica,,1
4/15/2017,10ROW,April,,2017,10,Drought,Clipped,Hymenoptera,Formica,,1
5/15/2017,10ROW,May,,2017,10,Drought,Clipped,Hymenoptera,Formica,,2
5/15/2017,10ROW,May,,2017,10,Drought,Clipped,Hymenoptera,Formica,,1
10/15/2017,10ROW,October,monsoon,2017,10,Drought,Clipped,Hymenoptera,Formica,,1
12/15/2017,1CE,December,,2017,1,Ambient,Clipped,Hymenoptera,Formica,,1
2/15/2017,1CW,February,,2017,1,Ambient,Unclipped,Hymenoptera,Formica,,1
3/18/2017,1CW,March,,2017,1,Ambient,Unclipped,Hymenoptera,Formica,,1
6/15/2017,1CW,June,,2017,1,Ambient,Unclipped,Hymenoptera,Formica,,1
7/15/2017,1CW,July,,2017,1,Ambient,Unclipped,Hymenoptera,Formica,,2
7/15/2017,1CW,July,,2017,1,Ambient,Unclipped,Hymenoptera,Formica,,1
8/15/2017,1CW,August,monsoon,2017,1,Ambient,Unclipped,Hymenoptera,Formica,,4
12/15/2017,1CW,December,,2017,1,Ambient,Unclipped,Hymenoptera,Formica,,4
1/15/2017,1IRE,January,,2017,1,Wet,Unclipped,Hymenoptera,Formica,,1
2/15/2017,1IRE,February,,2017,1,Wet,Unclipped,Hymenoptera,Formica,,1
4/15/2017,1IRE,April,,2017,1,Wet,Unclipped,Hymenoptera,Formica,,6
5/15/2017,1IRE,May,,2017,1,Wet,Unclipped,Hymenoptera,Formica,,2
6/15/2017,1IRE,June,,2017,1,Wet,Unclipped,Hymenoptera,Formica,,2
8/15/2017,1IRE,August,monsoon,2017,1,Wet,Unclipped,Hymenoptera,Formica,,1
10/15/2017,1IRE,October,monsoon,2017,1,Wet,Unclipped,Hymenoptera,Formica,,1
3/18/2017,1IRW,March,,2017,1,Wet,Clipped,Hymenoptera,Formica,,1
5/15/2017,1IRW,May,,2017,1,Wet,Clipped,Hymenoptera,Formica,,4
6/15/2017,1IRW,June,,2017,1,Wet,Clipped,Hymenoptera,Formica,,2
7/15/2017,1IRW,July,,2017,1,Wet,Clipped,Hymenoptera,Formica,,3
8/15/2017,1IRW,August,monsoon,2017,1,Wet,Clipped,Hymenoptera,Formica,,6
9/15/2017,1IRW,September,monsoon,2017,1,Wet,Clipped,Hymenoptera,Formica,,1
11/15/2017,1IRW,November,,2017,1,Wet,Clipped,Hymenoptera,Formica,,1
12/15/2017,1IRW,December,,2017,1,Wet,Clipped,Hymenoptera,Formica,,1
2/15/2017,1ROE,February,,2017,1,Drought,Unclipped,Hymenoptera,Formica,,1
3/18/2017,1ROE,March,,2017,1,Drought,Unclipped,Hymenoptera,Formica,,2
4/15/2017,1ROE,April,,2017,1,Drought,Unclipped,Hymenoptera,Formica,,4
5/15/2017,1ROE,May,,2017,1,Drought,Unclipped,Hymenoptera,Formica,,2
5/15/2017,1ROE,May,,2017,1,Drought,Unclipped,Hymenoptera,Formica,,2
6/15/2017,1ROE,June,,2017,1,Drought,Unclipped,Hymenoptera,Formica,,4
7/15/2017,1ROE,July,,2017,1,Drought,Unclipped,Hymenoptera,Formica,,1
8/15/2017,1ROE,August,monsoon,2017,1,Drought,Unclipped,Hymenoptera,Formica,,1
12/15/2017,1ROE,December,,2017,1,Drought,Unclipped,Hymenoptera,Formica,,1
2/15/2017,1ROW,February,,2017,1,Drought,Clipped,Hymenoptera,Formica,,1
4/15/2017,1ROW,April,,2017,1,Drought,Clipped,Hymenoptera,Formica,,8
5/15/2017,1ROW,May,,2017,1,Drought,Clipped,Hymenoptera,Formica,,1
8/15/2017,1ROW,August,monsoon,2017,1,Drought,Clipped,Hymenoptera,Formica,,4
9/15/2017,1ROW,September,monsoon,2017,1,Drought,Clipped,Hymenoptera,Formica,,1
4/15/2017,2CE,April,,2017,2,Ambient,Clipped,Hymenoptera,Formica,,3
6/15/2017,2CE,June,,2017,2,Ambient,Clipped,Hymenoptera,Formica,,1
8/15/2017,2CE,August,monsoon,2017,2,Ambient,Clipped,Hymenoptera,Formica,,1
9/15/2017,2CE,September,monsoon,2017,2,Ambient,Clipped,Hymenoptera,Formica,,1
2/15/2017,2CW,February,,2017,2,Ambient,Unclipped,Hymenoptera,Formica,,1
4/15/2017,2CW,April,,2017,2,Ambient,Unclipped,Hymenoptera,Formica,,1
6/15/2017,2CW,June,,2017,2,Ambient,Unclipped,Hymenoptera,Formica,,1
8/15/2017,2IRE,August,monsoon,2017,2,Wet,Clipped,Hymenoptera,Formica,,1
11/15/2017,2iRE,November,,2017,2,Wet,Clipped,Hymenoptera,Formica,,1
12/15/2017,2IRE,December,,2017,2,Wet,Clipped,Hymenoptera,Formica,,2
3/18/2017,2IRW,March,,2017,2,Wet,Unclipped,Hymenoptera,Formica,,1
