block,precip,clip,excl,side,rep,2018-07-10,2018-07-11,2018-07-12,2018-07-13,2018-07-18,2018-07-26,2018-07-30,2018-08-13,2018-08-20,2018-08-27,2018-09-03,2018-09-17,2018-09-24,2018-10-01,2018-10-13,2018-11-17,2018-12-15,2019-01-19,2019-02-16,2019-03-16,2019-04-20,2019-05-18,2019-06-15,2019-07-20,2019-08-16,2019-09-20,2019-10-18,2019-11-17,2019-12-21,2020-01-18,2020-08-29
3,IR,Clipped,Control,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Clipped,Ants,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Clipped,Rodents,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Clipped,Total,S,1,0,0,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Control,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Ants,N,1,0,0,0,1,1-Herb,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
3,IR,Unclipped,Rodents,N,1,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Total,N,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Died,Died,Died,Died,Died
3,IR,Unclipped,Control,S,1,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Ants,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Rodents,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Total,S,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Control,N,1,0,0,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb
4,Control,Clipped,Ants,N,1,0,0,0,0,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Clipped,Rodents,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Total,N,1,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Control,S,1,0,0,1,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Clipped,Ants,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Rodents,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Total,S,1,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Unclipped,Control,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Ants,N,1,0,0,0,0,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Unclipped,Rodents,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Total,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Control,S,1,0,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb
4,Control,Unclipped,Ants,S,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Rodents,S,1,0,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb
4,Control,Unclipped,Total,S,1,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Control,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Clipped,Ants,N,2,0,0,0,1,1-Herb,1-Herb,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Rodents,N,2,0,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Total,N,2,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Control,S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Clipped,Ants,S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Clipped,Rodents,S,2,0,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Total,S,2,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Control,N,2,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Ants,N,2,0,0,1,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
3,IR,Unclipped,Rodents,N,2,0,0,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Total,N,2,0,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Control,S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Ants,S,2,0,0,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Rodents,S,2,0,0,1,1,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
3,IR,Unclipped,Total,S,2,0,0,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Control,N,2,0,0,1,1,1-Herb,1-Herb,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Clipped,Ants,N,2,0,0,0,0,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Clipped,Rodents,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Total,N,2,0,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Control,S,2,0,0,1,1,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Clipped,Ants,S,2,0,0,0,0,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Rodents,S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Total,S,2,0,0,0,0,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Unclipped,Control,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Ants,N,2,0,0,1,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Unclipped,Rodents,N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Total,N,2,0,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Unclipped,Control,S,2,0,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb
4,Control,Unclipped,Ants,S,2,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Unclipped,Rodents,S,2,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Unclipped,Total,S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Clipped,Control,N,3,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Ants,N,3,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Rodents,N,3,0,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Total,N,3,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Control,S,3,0,0,1,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
3,IR,Clipped,Ants,S,3,0,0,0,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
3,IR,Clipped,Rodents,S,3,0,0,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Total,S,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Control,N,3,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Ants,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Rodents,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Total,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Control,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Ants,S,3,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Rodents,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Total,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Control,N,3,0,0,0,0,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb
4,Control,Clipped,Ants,N,3,0,0,0,0,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Clipped,Rodents,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Total,N,3,0,0,0,0,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Control,S,3,0,0,1,1,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Clipped,Ants,S,3,0,0,0,0,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Rodents,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Total,S,3,0,0,0,0,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Unclipped,Control,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Ants,N,3,0,0,0,0,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Unclipped,Rodents,N,3,0,0,1,1,1-Herb,1-Herb,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Unclipped,Total,N,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Control,S,3,0,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb
4,Control,Unclipped,Ants,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Rodents,S,3,0,0,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Unclipped,Total,S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Clipped,Control,N,4,0,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Ants,N,4,0,0,1,1,1-Herb,1-Herb,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
3,IR,Clipped,Rodents,N,4,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Total,N,4,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Control,S,4,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Ants,S,4,0,0,1,1,1-Herb,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Rodents,S,4,0,0,0,0,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Clipped,Total,S,4,0,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Control,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Ants,N,4,0,0,0,1,1-Herb,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
3,IR,Unclipped,Rodents,N,4,0,0,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Total,N,4,0,0,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Control,S,4,0,0,1,1,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
3,IR,Unclipped,Ants,S,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,IR,Unclipped,Rodents,S,4,0,0,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
3,IR,Unclipped,Total,S,4,0,0,0,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Control,N,4,0,0,0,0,1,1,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX,1-HerbX
4,Control,Clipped,Ants,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Rodents,N,4,0,0,1,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Total,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Control,S,4,0,0,0,0,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb,Herb
4,Control,Clipped,Ants,S,4,0,0,0,1,1,1,1,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died,Died
4,Control,Clipped,Rodents,S,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Clipped,Total,S,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Control,Unclipped,Control,N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
