"","ObsID","plotID","sampID","block","precip","clip","excl","date","cohort","no_germ","survival","died","tot_germination","surv_perc","year"
"5267","5267","5_RO","5_RO_Unclipped_Ants","5","RO","Unclipped","Ants","2019-04-20","1",6,2,2,4,0.5,"2"
"5268","5268","5_RO","5_RO_Unclipped_Ants","5","RO","Unclipped","Ants","2019-05-18","1",6,2,2,4,0.5,"2"
"5269","5269","5_RO","5_RO_Unclipped_Ants","5","RO","Unclipped","Ants","2019-06-15","1",6,2,2,4,0.5,"2"
"5270","5270","5_RO","5_RO_Unclipped_Ants","5","RO","Unclipped","Ants","2019-07-20","1",6,2,2,4,0.5,"2"
"5271","5271","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2018-07-16","1",5,0,5,5,0,"2"
"5272","5272","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2018-08-18","1",5,0,5,5,0,"2"
"5273","5273","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2018-09-15","1",5,0,5,5,0,"2"
"5274","5274","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2018-10-14","1",5,0,5,5,0,"2"
"5275","5275","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2018-11-17","1",5,0,5,5,0,"2"
"5276","5276","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2018-12-15","1",5,0,5,5,0,"2"
"5277","5277","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2019-01-19","1",5,0,5,5,0,"2"
"5278","5278","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2019-02-16","1",5,0,5,5,0,"2"
"5279","5279","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2019-03-16","1",5,0,5,5,0,"2"
"5280","5280","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2019-04-20","1",5,0,5,5,0,"2"
"5281","5281","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2019-05-18","1",5,0,5,5,0,"2"
"5282","5282","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2019-06-15","1",5,0,5,5,0,"2"
"5283","5283","5_RO","5_RO_Unclipped_Rodents","5","RO","Unclipped","Rodents","2019-07-20","1",5,0,5,5,0,"2"
"5284","5284","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2018-07-16","1",4,2,4,6,0.333333333333333,"2"
"5285","5285","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2018-08-18","1",4,2,4,6,0.333333333333333,"2"
"5286","5286","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2018-09-15","1",4,2,4,6,0.333333333333333,"2"
"5287","5287","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2018-10-14","1",4,2,4,6,0.333333333333333,"2"
"5288","5288","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2018-11-17","1",4,2,4,6,0.333333333333333,"2"
"5289","5289","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2018-12-15","1",4,2,4,6,0.333333333333333,"2"
"5290","5290","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2019-01-19","1",4,2,4,6,0.333333333333333,"2"
"5291","5291","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2019-02-16","1",4,2,4,6,0.333333333333333,"2"
"5292","5292","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2019-03-16","1",4,2,4,6,0.333333333333333,"2"
"5293","5293","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2019-04-20","1",4,2,4,6,0.333333333333333,"2"
"5294","5294","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2019-05-18","1",4,2,4,6,0.333333333333333,"2"
"5295","5295","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2019-06-15","1",4,2,4,6,0.333333333333333,"2"
"5296","5296","5_RO","5_RO_Unclipped_Total","5","RO","Unclipped","Total","2019-07-20","1",4,2,4,6,0.333333333333333,"2"
"5297","5297","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2018-07-16","1",2,1,7,8,0.125,"2"
"5298","5298","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2018-08-18","1",2,1,7,8,0.125,"2"
"5299","5299","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2018-09-15","1",2,1,7,8,0.125,"2"
"5300","5300","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2018-10-14","1",2,1,7,8,0.125,"2"
"5301","5301","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2018-11-17","1",2,1,7,8,0.125,"2"
"5302","5302","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2018-12-15","1",2,1,7,8,0.125,"2"
"5303","5303","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2019-01-19","1",2,1,7,8,0.125,"2"
"5304","5304","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2019-02-16","1",2,1,7,8,0.125,"2"
"5305","5305","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2019-03-16","1",2,1,7,8,0.125,"2"
"5306","5306","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2019-04-20","1",2,1,7,8,0.125,"2"
"5307","5307","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2019-05-18","1",2,1,7,8,0.125,"2"
"5308","5308","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2019-06-15","1",2,1,7,8,0.125,"2"
"5309","5309","5_IR","5_IR_Clipped_Control","5","IR","Clipped","Control","2019-07-20","1",2,1,7,8,0.125,"2"
"5310","5310","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2018-07-16","1",1,1,8,9,0.111111111111111,"2"
"5311","5311","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2018-08-18","1",1,1,8,9,0.111111111111111,"2"
"5312","5312","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2018-09-15","1",1,1,8,9,0.111111111111111,"2"
"5313","5313","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2018-10-14","1",1,1,8,9,0.111111111111111,"2"
"5314","5314","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2018-11-17","1",1,1,8,9,0.111111111111111,"2"
"5315","5315","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2018-12-15","1",1,1,8,9,0.111111111111111,"2"
"5316","5316","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2019-01-19","1",1,1,8,9,0.111111111111111,"2"
"5317","5317","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2019-02-16","1",1,1,8,9,0.111111111111111,"2"
"5318","5318","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2019-03-16","1",1,1,8,9,0.111111111111111,"2"
"5319","5319","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2019-04-20","1",1,1,8,9,0.111111111111111,"2"
"5320","5320","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2019-05-18","1",1,1,8,9,0.111111111111111,"2"
"5321","5321","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2019-06-15","1",1,1,8,9,0.111111111111111,"2"
"5322","5322","5_IR","5_IR_Clipped_Ants","5","IR","Clipped","Ants","2019-07-20","1",1,1,8,9,0.111111111111111,"2"
"5323","5323","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2018-07-16","1",2,3,5,8,0.375,"2"
"5324","5324","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2018-08-18","1",2,3,5,8,0.375,"2"
"5325","5325","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2018-09-15","1",2,3,5,8,0.375,"2"
"5326","5326","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2018-10-14","1",2,3,5,8,0.375,"2"
"5327","5327","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2018-11-17","1",2,3,5,8,0.375,"2"
"5328","5328","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2018-12-15","1",2,3,5,8,0.375,"2"
"5329","5329","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2019-01-19","1",2,3,5,8,0.375,"2"
"5330","5330","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2019-02-16","1",2,3,5,8,0.375,"2"
"5331","5331","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2019-03-16","1",2,3,5,8,0.375,"2"
"5332","5332","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2019-04-20","1",2,3,5,8,0.375,"2"
"5333","5333","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2019-05-18","1",2,3,5,8,0.375,"2"
"5334","5334","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2019-06-15","1",2,3,5,8,0.375,"2"
"5335","5335","5_IR","5_IR_Clipped_Rodents","5","IR","Clipped","Rodents","2019-07-20","1",2,3,5,8,0.375,"2"
"5336","5336","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2018-07-16","1",2,2,6,8,0.25,"2"
"5337","5337","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2018-08-18","1",2,2,6,8,0.25,"2"
"5338","5338","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2018-09-15","1",2,2,6,8,0.25,"2"
"5339","5339","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2018-10-14","1",2,2,6,8,0.25,"2"
"5340","5340","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2018-11-17","1",2,2,6,8,0.25,"2"
"5341","5341","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2018-12-15","1",2,2,6,8,0.25,"2"
"5342","5342","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2019-01-19","1",2,2,6,8,0.25,"2"
"5343","5343","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2019-02-16","1",2,2,6,8,0.25,"2"
"5344","5344","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2019-03-16","1",2,2,6,8,0.25,"2"
"5345","5345","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2019-04-20","1",2,2,6,8,0.25,"2"
"5346","5346","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2019-05-18","1",2,2,6,8,0.25,"2"
"5347","5347","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2019-06-15","1",2,2,6,8,0.25,"2"
"5348","5348","5_IR","5_IR_Clipped_Total","5","IR","Clipped","Total","2019-07-20","1",2,2,6,8,0.25,"2"
"5349","5349","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2018-07-16","1",1,5,4,9,0.555555555555556,"2"
"5350","5350","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2018-08-18","1",1,5,4,9,0.555555555555556,"2"
"5351","5351","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2018-09-15","1",1,5,4,9,0.555555555555556,"2"
"5352","5352","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2018-10-14","1",1,5,4,9,0.555555555555556,"2"
"5353","5353","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2018-11-17","1",1,5,4,9,0.555555555555556,"2"
"5354","5354","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2018-12-15","1",1,5,4,9,0.555555555555556,"2"
"5355","5355","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2019-01-19","1",1,5,4,9,0.555555555555556,"2"
"5356","5356","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2019-02-16","1",1,5,4,9,0.555555555555556,"2"
"5357","5357","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2019-03-16","1",1,5,4,9,0.555555555555556,"2"
"5358","5358","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2019-04-20","1",1,5,4,9,0.555555555555556,"2"
"5359","5359","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2019-05-18","1",1,5,4,9,0.555555555555556,"2"
"5360","5360","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2019-06-15","1",1,5,4,9,0.555555555555556,"2"
"5361","5361","5_IR","5_IR_Unclipped_Control","5","IR","Unclipped","Control","2019-07-20","1",1,5,4,9,0.555555555555556,"2"
"5362","5362","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2018-07-16","1",3,1,6,7,0.142857142857143,"2"
"5363","5363","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2018-08-18","1",3,1,6,7,0.142857142857143,"2"
"5364","5364","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2018-09-15","1",3,1,6,7,0.142857142857143,"2"
"5365","5365","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2018-10-14","1",3,1,6,7,0.142857142857143,"2"
"5366","5366","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2018-11-17","1",3,1,6,7,0.142857142857143,"2"
"5367","5367","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2018-12-15","1",3,1,6,7,0.142857142857143,"2"
"5368","5368","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2019-01-19","1",3,1,6,7,0.142857142857143,"2"
"5369","5369","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2019-02-16","1",3,1,6,7,0.142857142857143,"2"
"5370","5370","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2019-03-16","1",3,1,6,7,0.142857142857143,"2"
"5371","5371","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2019-04-20","1",3,1,6,7,0.142857142857143,"2"
"5372","5372","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2019-05-18","1",3,1,6,7,0.142857142857143,"2"
"5373","5373","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2019-06-15","1",3,1,6,7,0.142857142857143,"2"
"5374","5374","5_IR","5_IR_Unclipped_Ants","5","IR","Unclipped","Ants","2019-07-20","1",3,1,6,7,0.142857142857143,"2"
"5375","5375","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2018-07-16","1",3,2,5,7,0.285714285714286,"2"
"5376","5376","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2018-08-18","1",3,2,5,7,0.285714285714286,"2"
"5377","5377","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2018-09-15","1",3,2,5,7,0.285714285714286,"2"
"5378","5378","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2018-10-14","1",3,2,5,7,0.285714285714286,"2"
"5379","5379","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2018-11-17","1",3,2,5,7,0.285714285714286,"2"
"5380","5380","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2018-12-15","1",3,2,5,7,0.285714285714286,"2"
"5381","5381","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2019-01-19","1",3,2,5,7,0.285714285714286,"2"
"5382","5382","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2019-02-16","1",3,2,5,7,0.285714285714286,"2"
"5383","5383","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2019-03-16","1",3,2,5,7,0.285714285714286,"2"
"5384","5384","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2019-04-20","1",3,2,5,7,0.285714285714286,"2"
"5385","5385","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2019-05-18","1",3,2,5,7,0.285714285714286,"2"
"5386","5386","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2019-06-15","1",3,2,5,7,0.285714285714286,"2"
"5387","5387","5_IR","5_IR_Unclipped_Rodents","5","IR","Unclipped","Rodents","2019-07-20","1",3,2,5,7,0.285714285714286,"2"
"5388","5388","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2018-07-16","1",1,0,9,9,0,"2"
"5389","5389","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2018-08-18","1",1,0,9,9,0,"2"
"5390","5390","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2018-09-15","1",1,0,9,9,0,"2"
"5391","5391","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2018-10-14","1",1,0,9,9,0,"2"
"5392","5392","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2018-11-17","1",1,0,9,9,0,"2"
"5393","5393","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2018-12-15","1",1,0,9,9,0,"2"
"5394","5394","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2019-01-19","1",1,0,9,9,0,"2"
"5395","5395","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2019-02-16","1",1,0,9,9,0,"2"
"5396","5396","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2019-03-16","1",1,0,9,9,0,"2"
"5397","5397","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2019-04-20","1",1,0,9,9,0,"2"
"5398","5398","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2019-05-18","1",1,0,9,9,0,"2"
"5399","5399","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2019-06-15","1",1,0,9,9,0,"2"
"5400","5400","5_IR","5_IR_Unclipped_Total","5","IR","Unclipped","Total","2019-07-20","1",1,0,9,9,0,"2"
"5401","5401","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2018-07-16","1",1,3,6,9,0.333333333333333,"2"
"5402","5402","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2018-08-18","1",1,3,6,9,0.333333333333333,"2"
"5403","5403","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2018-09-15","1",1,3,6,9,0.333333333333333,"2"
"5404","5404","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2018-10-14","1",1,3,6,9,0.333333333333333,"2"
"5405","5405","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2018-11-17","1",1,3,6,9,0.333333333333333,"2"
"5406","5406","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2018-12-15","1",1,3,6,9,0.333333333333333,"2"
"5407","5407","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2019-01-19","1",1,3,6,9,0.333333333333333,"2"
"5408","5408","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2019-02-16","1",1,3,6,9,0.333333333333333,"2"
"5409","5409","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2019-03-16","1",1,3,6,9,0.333333333333333,"2"
"5410","5410","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2019-04-20","1",1,3,6,9,0.333333333333333,"2"
"5411","5411","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2019-05-18","1",1,3,6,9,0.333333333333333,"2"
"5412","5412","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2019-06-15","1",1,3,6,9,0.333333333333333,"2"
"5413","5413","6_Control","6_Control_Clipped_Control","6","Control","Clipped","Control","2019-07-20","1",1,3,6,9,0.333333333333333,"2"
"5414","5414","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2018-07-16","1",1,2,7,9,0.222222222222222,"2"
"5415","5415","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2018-08-18","1",1,2,7,9,0.222222222222222,"2"
"5416","5416","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2018-09-15","1",1,2,7,9,0.222222222222222,"2"
"5417","5417","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2018-10-14","1",1,2,7,9,0.222222222222222,"2"
"5418","5418","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2018-11-17","1",1,2,7,9,0.222222222222222,"2"
"5419","5419","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2018-12-15","1",1,2,7,9,0.222222222222222,"2"
"5420","5420","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2019-01-19","1",1,2,7,9,0.222222222222222,"2"
"5421","5421","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2019-02-16","1",1,2,7,9,0.222222222222222,"2"
"5422","5422","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2019-03-16","1",1,2,7,9,0.222222222222222,"2"
"5423","5423","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2019-04-20","1",1,2,7,9,0.222222222222222,"2"
"5424","5424","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2019-05-18","1",1,2,7,9,0.222222222222222,"2"
"5425","5425","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2019-06-15","1",1,2,7,9,0.222222222222222,"2"
"5426","5426","6_Control","6_Control_Clipped_Ants","6","Control","Clipped","Ants","2019-07-20","1",1,2,7,9,0.222222222222222,"2"
"5427","5427","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2018-07-16","1",1,0,9,9,0,"2"
"5428","5428","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2018-08-18","1",1,0,9,9,0,"2"
"5429","5429","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2018-09-15","1",1,0,9,9,0,"2"
"5430","5430","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2018-10-14","1",1,0,9,9,0,"2"
"5431","5431","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2018-11-17","1",1,0,9,9,0,"2"
"5432","5432","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2018-12-15","1",1,0,9,9,0,"2"
"5433","5433","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2019-01-19","1",1,0,9,9,0,"2"
"5434","5434","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2019-02-16","1",1,0,9,9,0,"2"
"5435","5435","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2019-03-16","1",1,0,9,9,0,"2"
"5436","5436","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2019-04-20","1",1,0,9,9,0,"2"
"5437","5437","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2019-05-18","1",1,0,9,9,0,"2"
"5438","5438","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2019-06-15","1",1,0,9,9,0,"2"
"5439","5439","6_Control","6_Control_Clipped_Rodents","6","Control","Clipped","Rodents","2019-07-20","1",1,0,9,9,0,"2"
"5440","5440","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2018-07-16","1",2,2,6,8,0.25,"2"
"5441","5441","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2018-08-18","1",2,2,6,8,0.25,"2"
"5442","5442","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2018-09-15","1",2,2,6,8,0.25,"2"
"5443","5443","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2018-10-14","1",2,2,6,8,0.25,"2"
"5444","5444","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2018-11-17","1",2,2,6,8,0.25,"2"
"5445","5445","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2018-12-15","1",2,2,6,8,0.25,"2"
"5446","5446","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2019-01-19","1",2,2,6,8,0.25,"2"
"5447","5447","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2019-02-16","1",2,2,6,8,0.25,"2"
"5448","5448","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2019-03-16","1",2,2,6,8,0.25,"2"
"5449","5449","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2019-04-20","1",2,2,6,8,0.25,"2"
"5450","5450","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2019-05-18","1",2,2,6,8,0.25,"2"
"5451","5451","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2019-06-15","1",2,2,6,8,0.25,"2"
"5452","5452","6_Control","6_Control_Clipped_Total","6","Control","Clipped","Total","2019-07-20","1",2,2,6,8,0.25,"2"
"5453","5453","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2018-07-16","1",3,2,5,7,0.285714285714286,"2"
"5454","5454","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2018-08-18","1",3,2,5,7,0.285714285714286,"2"
"5455","5455","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2018-09-15","1",3,2,5,7,0.285714285714286,"2"
"5456","5456","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2018-10-14","1",3,2,5,7,0.285714285714286,"2"
"5457","5457","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2018-11-17","1",3,2,5,7,0.285714285714286,"2"
"5458","5458","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2018-12-15","1",3,2,5,7,0.285714285714286,"2"
"5459","5459","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2019-01-19","1",3,2,5,7,0.285714285714286,"2"
"5460","5460","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2019-02-16","1",3,2,5,7,0.285714285714286,"2"
"5461","5461","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2019-03-16","1",3,2,5,7,0.285714285714286,"2"
"5462","5462","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2019-04-20","1",3,2,5,7,0.285714285714286,"2"
"5463","5463","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2019-05-18","1",3,2,5,7,0.285714285714286,"2"
"5464","5464","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2019-06-15","1",3,2,5,7,0.285714285714286,"2"
"5465","5465","6_Control","6_Control_Unclipped_Control","6","Control","Unclipped","Control","2019-07-20","1",3,2,5,7,0.285714285714286,"2"
"5466","5466","6_Control","6_Control_Unclipped_Ants","6","Control","Unclipped","Ants","2018-07-16","1",1,3,6,9,0.333333333333333,"2"
"5467","5467","6_Control","6_Control_Unclipped_Ants","6","Control","Unclipped","Ants","2018-08-18","1",1,3,6,9,0.333333333333333,"2"
"5468","5468","6_Control","6_Control_Unclipped_Ants","6","Control","Unclipped","Ants","2018-09-15","1",1,3,6,9,0.333333333333333,"2"
"5469","5469","6_Control","6_Control_Unclipped_Ants","6","Control","Unclipped","Ants","2018-10-14","1",1,3,6,9,0.333333333333333,"2"
"5470","5470","6_Control","6_Control_Unclipped_Ants","6","Control","Unclipped","Ants","2018-11-17","1",1,3,6,9,0.333333333333333,"2"
"5471","5471","6_Control","6_Control_Unclipped_Ants","6","Control","Unclipped","Ants","2018-12-15","1",1,3,6,9,0.333333333333333,"2"
"5472","5472","6_Control","6_Control_Unclipped_Ants","6","Control","Unclipped","Ants","2019-01-19","1",1,3,6,9,0.333333333333333,"2"
"5473","5473","6_Control","6_Control_Unclipped_Ants","6","Control","Unclipped","Ants","2019-02-16","1",1,3,6,9,0.333333333333333,"2"
